primaryName,birthYear,deathYear,primaryProfession,knownForTitles,average_popularity,nconst,aggregated_genres
Layla Olwi,1962,NA,actress,"tt0419473,tt0366581,tt15219436,tt2304705",5.2980968909188295,nm0255554,"Crime,Romance,Thriller, History, Crime, Comedy, Action,Comedy, Drama,History, Comedy,Drama, Crime,Drama,Romance, Comedy,Crime,Drama, Drama, Comedy,Drama,Musical, Comedy,Drama,Romance, Drama,Musical, Comedy,Drama,History"
Sabrina Ferilli,1964,NA,"actress,miscellaneous,soundtrack","tt0416362,tt2358891,tt0109236,tt1075114",5.6053118567010936,nm0272677,"Comedy,Romance, Drama,Music, Crime,Drama, Comedy, Drama, Drama,Sport, Horror, Biography,Drama, Comedy,Drama"
Olinka Hardiman,1960,NA,actress,"tt0234201,tt0089609,tt0084536,tt0080681",4.780039867090705,nm0362199,"Adult,Thriller, Comedy, Drama, Adult,Drama,Thriller, Adult, Drama,Thriller, Adult,Drama, Adult,Comedy"
Leela Mishra,1908,1988,actress,"tt0073707,tt0064842,tt0377500,tt0038302",6.077619442783295,nm0592789,"Drama,Mystery,Romance, Action, Drama,Family,Romance, Comedy, Comedy,Drama, Action,Drama, Drama,Family, Fantasy, Crime,Drama, Comedy,Romance, Drama, Action,Comedy,Crime, Romance, Mystery,Thriller, Drama,Family,Musical, Musical"
Fanny Ardant,1949,NA,"actress,director,writer","tt0348853,tt0086551,tt0127536,tt0283832",5.704861246451742,nm0000272,"Comedy,Crime,Mystery, Comedy, Adventure,Comedy,Family, Biography,Drama,Romance, Drama,Romance, Comedy,Drama, Documentary, Comedy,Crime,Musical, Animation,Documentary,History, Drama,Fantasy,Horror, Comedy,Drama,Fantasy, Biography,Drama,History, Fantasy, Crime,Drama, Comedy,Romance, Biography,Drama,Music, Drama, Biography,Documentary,Music, Drama,Mystery, Romance, Comedy,History, Comedy,Drama,Musical, Drama,History,Romance, Comedy,Drama,Romance, Drama,Thriller, Comedy,Drama,History"
Mariel Hemingway,1961,NA,"actress,producer,soundtrack","tt0088960,tt0079522,tt0094074,tt0159730",5.436566841234983,nm0000446,"Action,Romance,War, History, Action, Crime, Comedy, Drama,Sport, Horror,Western, Romance,Thriller, Comedy,Drama, Action,Drama, Documentary, Drama,Fantasy,Mystery, Comedy,Crime,Drama, Horror,Thriller, Action,Comedy,Romance, Crime,Thriller, Comedy,Romance, Drama,Music, Comedy,Romance,Sci-Fi, Action,Adventure,Drama, Drama, Comedy,Drama,Music, Biography,Drama, Comedy,Fantasy, Comedy,Drama,Romance, Drama,Thriller"
Brenda Blethyn,1946,NA,"actress,soundtrack,writer","tt0195234,tt0414387,tt0147004,tt0117589",5.94201852372719,nm0000950,"Drama,Mystery,Romance, Drama,Romance,Thriller, Drama,History, Comedy,Crime, Drama,Romance, Comedy,Drama, Drama,Family, Animation,Biography,Drama, Adventure,Animation,Comedy, Crime,Drama, Comedy,Romance, Drama, Comedy,Drama,Music, Drama,Mystery, Drama,Horror,Mystery, Animation,Drama,History, Comedy,Fantasy, Comedy,Drama,Romance, Comedy,Family"
Cybill Shepherd,1950,NA,"actress,producer,soundtrack","tt0075314,tt0067328,tt0088571,tt0111932",5.420421475047163,nm0001732,"Comedy,Fantasy,Romance, Crime,Mystery,Romance, Mystery,Sci-Fi,Thriller, Comedy,Crime, Comedy,Drama, Drama,Romance, Action,Adventure,Crime, Crime,Drama, Comedy,Romance, Drama,Music, Drama, Action,Comedy,Mystery, Drama,Mystery, Biography,Drama, Comedy,Musical,Romance, Comedy,Drama,Romance, Drama,Music,Romance, Comedy,Crime,Mystery"
Jean Simmons,1929,2010,"actress,soundtrack","tt0040416,tt0347149,tt0048140,tt0054331",5.928743685335671,nm0001739,"Crime,Drama,Thriller, Romance,Western, Comedy, Adventure,Comedy,Family, Drama,Romance,Western, Biography,Comedy,Drama, Drama,Romance,War, Biography,Drama,Romance, Crime,Drama,Film-Noir, Comedy,Drama, Documentary, Comedy,Drama,Fantasy, Horror,Thriller, Comedy,Drama,Family, Crime,Drama,Mystery, Crime,Drama, Drama,Mystery, Drama,History,Romance, Drama,Romance,Thriller, Drama,Romance, Crime,Drama,Romance, Comedy,Crime,Musical, Drama,Family, Comedy,Thriller, Biography,Drama,History, Adventure,Biography,Drama, Drama, Comedy,Drama,Romance"
Feri Cansel,1944,1983,actress,"tt0469602,tt0469542,tt0468279,tt0479251",5.267985026422371,nm0134435,"Adventure, Comedy, Action,Adventure, Adventure,Drama,History, Drama,Romance, Western, Comedy,Drama, Drama,Family, Action,Adventure,Comedy, Action,Adventure,Romance, Adventure,Drama, Adventure,Crime,Drama, Comedy,Romance, Action,Adventure,Crime, Crime,Drama, Drama, Adventure,Fantasy, Action,Adventure,History, Comedy,Fantasy, Action,Crime, Adventure,Comedy, Adult, Adventure,Drama,Romance"
Katarzyna Figura,1962,NA,"actress,soundtrack","tt0105151,tt0238825,tt0314942,tt0380779",5.34300867701929,nm0276758,"Crime, Comedy, Comedy,Horror,Sci-Fi, Drama,Romance,War, Action,Comedy,Family, Comedy,Drama, Western, Crime,Drama,Horror, Adventure,Comedy,Fantasy, Crime,Thriller, Comedy,Romance, Drama, Biography,Drama, Adventure,Family,Fantasy, Comedy,Drama,Romance, Adventure,Comedy, Drama,Thriller"
Meiko Kaji,1947,NA,"actress,soundtrack,composer","tt0226872,tt0158714,tt0266697,tt0077463",5.689884111551515,nm0435299,"Crime,Thriller, Action,Crime,Drama, Drama,Music, Crime, Drama, Drama,War, Animation,Drama, Action,Crime, Action,Drama, Crime,Drama,Romance, Action,Crime,Horror, Drama,Thriller, Crime,Drama,Horror"
Fatemah Motamed-Aria,1961,NA,actress,"tt3977898,tt0254169,tt4169580,tt1874522",5.358345213722744,nm0609310,"Comedy,Romance, Comedy,Family,Fantasy, Drama, Drama,War, Adventure,Family,Romance, Drama,Mystery, Romance, Comedy,Drama, Drama,Romance, Drama,Family"
Nagma,1974,NA,actress,"tt0214853,tt1039952,tt0253194,tt0097416",5.996406228381591,nm0619324,"Action,Drama,Music, Action,Thriller, Action, Comedy, Action,Comedy, Action,Drama,Mystery, Action,Romance,Thriller, Comedy,Drama, Action,Drama, Comedy,Drama,Family, Comedy,Romance, Action,Crime,Drama, Drama, Romance, Action,Drama,Romance, Action,Drama,Thriller, Comedy,Drama,Romance, Family, Action,Comedy,Drama, Drama,Thriller"
Gina Pareño,1950,NA,actress,"tt0877651,tt1042547,tt0782053,tt1225296",6.167531863405311,nm0661262,"Action,Comedy,Fantasy, Comedy,Fantasy,Romance, Comedy,Drama,Family, Comedy,Romance, Comedy, Drama, Horror, Drama,Horror, Comedy,Musical, Comedy,Drama,Musical, Comedy,Drama, Drama,Romance, Comedy,Drama,Romance"
Sabine Timoteo,1975,NA,"actress,writer,director","tt10141736,tt5541426,tt3828614,tt0203297",5.486440352979443,nm0863787,"Comedy, Adventure,Comedy,Family, Comedy,Music, Drama,Romance, Comedy,Drama, Documentary, Biography,Drama,History, Action,Adventure,Comedy, Comedy,Drama,Family, Crime,Drama, Drama, Drama,Mystery, Drama,Sci-Fi, Adventure,Drama,Family, Drama,Thriller, Drama,Fantasy,Thriller"
Neeru Bajwa,1980,NA,"actress,producer,director","tt2014260,tt2196254,tt5313414,tt2673882",5.733275276671647,nm1263093,"Thriller, Comedy,Fantasy,Horror, Comedy, Drama,Horror,Thriller, Comedy,Music,Romance, Comedy,Drama, Drama,Romance, Crime,Drama,Romance, Action,Drama, Musical,Romance, Comedy,Romance, Drama, Romance, Comedy,Drama,Romance, Family"
Greta Scacchi,1960,NA,actress,"tt0116191,tt0217629,tt0105151,tt0102900",5.532633983686443,nm0000627,"Thriller, Drama,Mystery,Romance, Crime,Drama,Thriller, Comedy, Drama,Romance,War, Biography,Comedy,Drama, Horror,Mystery, Drama,Horror, Adventure,Drama,History, Comedy,Drama, Drama,Romance, Comedy,Mystery, Drama,Family, Comedy,Crime,Drama, Biography,Drama,History, Drama,Fantasy,Sci-Fi, Crime,Drama,Mystery, Drama, Mystery,Thriller, Drama,Sci-Fi, Comedy,Drama,Romance, Drama,Thriller"
Ellen Burstyn,1932,NA,"actress,producer,soundtrack","tt0067328,tt0180093,tt0071115,tt0070047",6.0343241462120165,nm0000995,"Drama,Mystery,Romance, Comedy, Drama,Sport, Horror, Drama,Fantasy, Horror,Mystery,Thriller, Adventure,Comedy,Drama, Animation,Drama,Family, Comedy,Drama, Drama,Romance, Crime,Mystery,Thriller, Crime,Drama,Romance, Drama,Family, Comedy,Crime,Drama, Adventure,Drama, Documentary,History,War, Drama,Music, Biography,Drama,War, Drama, Drama,Horror,Mystery, Biography,Drama, Biography,Crime,Drama, Action,Drama,Thriller, Comedy,Drama,Romance, Action,Drama,Sport"
Juhi Chawla,1967,NA,"actress,producer,music_department","tt0095936,tt0164550,tt0109555,tt2980648",5.932154117172866,nm0004487,"Action, Action,Musical,Romance, Comedy,Music,Romance, Comedy,Drama, Comedy,Crime,Drama, Action,Drama,Fantasy, Action,Comedy,Romance, Comedy,Drama,Family, Crime,Drama, Romance, Action,Drama,Romance, Comedy,Musical,Romance, Action,Drama,Thriller, Comedy,Drama,Musical, Action,Comedy,Drama, Fantasy,Horror,Romance, Drama,Musical,Romance, Romance,Thriller, Drama,Sport, Drama,Romance,Thriller, Drama,History, Music, Drama,Romance, Action,Drama, Action,Adventure,Animation, Action,Adventure,Romance, Animation,Family,Musical, Action,Crime,Drama, Comedy,Romance, Drama, Action,Comedy,Crime, Mystery,Thriller, Action,Crime,Romance, Action,Crime, Comedy,Drama,Romance, Family, Drama,Thriller, Drama,Musical, Comedy,Crime,Mystery"
Barbora Bobulova,1974,NA,"actress,soundtrack","tt0429898,tt5929226,tt0420215,tt2385784",5.463536746895037,nm0090469,"Drama,Family,Romance, Comedy, Drama,Fantasy, Biography, Drama,History, Crime,Mystery,Thriller, Action,Drama, Comedy,Drama, Drama,Romance, Adventure,Drama, Comedy,Romance, Crime,Drama, Drama, Drama,War, Drama,Mystery, Biography,Drama, Comedy,Fantasy, Drama,History,Romance, Drama,Thriller"
Angélica Chain,1956,NA,actress,"tt0258123,tt0353354,tt0323251,tt0386072",5.642556868876032,nm0149711,"Crime,Drama,Thriller, Action, Comedy, Drama,Sport, Drama,History, Adventure,Drama,Thriller, Comedy,Crime, Comedy,Drama, Action,Drama, Crime,Drama,Romance, Comedy,Crime,Drama, Drama, Comedy,Musical, Action,Crime,Thriller, Action,Crime, Drama,Musical"
Aziza Helmy,1929,NA,actress,"tt4172460,tt6229830,tt0376612,tt4138412",5.357538541393411,nm0375787,"Adventure, Comedy, Drama,Sport, Drama,Romance,War, Comedy,Crime,Thriller, Horror,Mystery,Thriller, Drama,Romance, Crime,Drama,Romance, Action,Drama, Comedy,Drama, Biography,Drama,History, Comedy,Romance, Drama, Romance, Comedy,Drama,Romance, Drama,Thriller, Drama,Musical"
Kimi Katkar,1965,NA,actress,"tt0095375,tt0095010,tt0364049,tt0096139",4.900318439801504,nm0441322,"Action, Action,Adventure, Drama,Romance, Action,Drama, Drama,Mystery,Thriller, Comedy,Drama, Action,Drama,Musical, Action,Adventure,Comedy, Action,Horror,Mystery, Action,Crime,Drama, Drama, Mystery,Thriller, Action,Drama,Romance, Action,Comedy,Drama"
Meena Kumari,1932,1972,"actress,costume_designer,music_department","tt0067546,tt0046164,tt0044392,tt0139398",6.0852398436520625,nm0474932,"Drama,Musical,Romance, Drama,Family,Romance, Comedy, Drama,History, Drama,Romance, Mystery, Comedy,Crime,Drama, Musical,Romance, Drama,Family, Family,Romance, Action,Adventure,Comedy, Family,Musical,Romance, Comedy,Romance, Crime,Drama, Action,Adventure,Drama, Drama, Romance, Action,Drama,Romance, Adventure,Fantasy, Drama,Family,Musical, Drama,History,Romance, Comedy,Drama,Musical, Comedy,Drama,Romance, Drama,Musical, Comedy,Drama,History"
Rani Mukerji,1978,NA,actress,"tt0420332,tt1734110,tt0378072,tt0375611",6.0579581441624555,nm0611552,"Action,Comedy,Fantasy, Drama,Musical,Romance, Crime,Drama,History, Drama,Family,Romance, Action,Drama,Mystery, Drama,Romance,Thriller, Comedy,Drama, Drama,Romance, Comedy,Drama,Fantasy, Comedy,Crime,Drama, Biography,Drama,History, Action,Comedy,Romance, Comedy,Drama,Family, Animation,Family,Musical, Crime,Drama,Mystery, Action,Crime,Drama, Comedy,Romance, Drama, Biography,Drama, Biography,Crime,Drama, Drama,Family,Musical, Comedy,Drama,Musical, Action,Drama,Thriller, Comedy,Drama,Romance, Reality-TV"
Jutta Speidel,1954,NA,"actress,writer,soundtrack","tt0305132,tt0077037,tt0075498,tt0111876",5.095087118216638,nm0817608,"Thriller, Crime, Comedy, Drama,Family,Romance, Comedy,Drama, Family,Romance, Horror,Thriller, Comedy,Drama,Family, Comedy,Romance, Action,Crime,Drama, Crime,Drama, Drama, Romance, Action,Drama,Romance, Comedy,Musical, Comedy,Drama,Romance, Comedy,Family"
Rachael Leigh Cook,1979,NA,"actress,producer,writer","tt11100856,tt5659816,tt0160862,tt0331811",5.201751063724128,nm0000337,"Crime,Romance,Thriller, Adventure,Comedy,Romance, Action,Thriller, Comedy, Drama,Sport, Comedy,Music, Horror,Mystery,Thriller, Comedy,Crime, Comedy,Drama, Action,Drama, Drama,Mystery,Thriller, Drama,Romance, Comedy,Crime,Drama, Comedy,Drama,Family, Action,Crime,Drama, Comedy,Romance, Action,Adventure,Drama, Drama, Romance, Comedy,Fantasy, Comedy,Drama,Romance, Family, Drama,Thriller, Drama,Music,Romance"
Jane Birkin,1946,2023,"soundtrack,actress,director","tt0077413,tt0083908,tt0901473,tt0060176",5.77517714514917,nm0000945,"Adventure,Comedy,Romance, Crime,Drama,Thriller, Crime, Comedy, Horror,Mystery,Thriller, Adventure,Drama,History, Horror,Romance,Thriller, Comedy,Drama, Drama,Romance, Documentary, Crime,Mystery,Thriller, Crime,Drama,Romance, Adventure,Comedy,Mystery, Comedy,Drama,Fantasy, Adventure,Biography,Drama, Crime,Drama,Mystery, Comedy,Romance, Action,Crime,Drama, Drama, Documentary,Music, Drama,War, Romance, Biography,Drama, Biography,Fantasy, Musical"
Miranda Richardson,1958,NA,"actress,soundtrack","tt0278731,tt0274558,tt0162661,tt0104036",5.8512619352030315,nm0001669,"Drama,Mystery,Romance, Comedy, Family,Fantasy, Biography,Drama,Romance, Documentary,Drama, Comedy,Drama, Drama,Mystery,Thriller, Documentary, Comedy,War, Crime,Drama,Mystery, Fantasy,Horror,Mystery, Comedy,History, Adventure,Animation,Family, Drama,Musical,Romance, Drama,Romance,Sci-Fi, Drama,Romance, Action,Crime,Sci-Fi, Crime,Drama,Romance, Drama,Fantasy,Horror, Animation,Family,Fantasy, Biography,Drama,History, Fantasy, Action,Crime,Drama, Biography,Drama,Fantasy, Drama, Drama,War, Biography,Drama, Comedy,Family,Romance, Biography,Crime,Drama, Adventure,Family,Fantasy, Crime,Drama,Music, Comedy,Drama,Romance, Family"
Suzan Avci,1937,NA,"actress,producer","tt0311396,tt0420147,tt0274843,tt0413272",5.4850657871652775,nm0042820,"Adventure, Comedy, Action,Adventure, Adventure,Comedy,Drama, Drama,Romance, Crime,Drama,Romance, Comedy,Drama, Adventure,Crime,Fantasy, Adventure,Crime,Drama, Comedy,Romance, Drama,Music, Action,Adventure,Crime, Drama, Romance, Action,Drama,Romance, Adventure,Fantasy, Comedy,Fantasy, Drama,Music,Romance, Adventure,Crime, Adventure,Drama,Romance"
Sara García,1895,1980,actress,"tt0039047,tt0031780,tt0180336,tt0048708",5.9650570059071795,nm0306497,"Adventure,Drama,Mystery, Crime,Drama,Thriller, Adventure,Drama,Western, Comedy, Adventure,Comedy,Drama, Comedy,Drama, Drama,Family, Comedy,Crime,Drama, Action,Adventure,Comedy, Comedy,Romance, Crime,Drama,Mystery, Action,Adventure,Drama, Drama, Comedy,Drama,Music, Drama,Mystery, Comedy,Musical, Crime,Drama,Musical, Comedy,Drama,Musical, Comedy,Drama,Romance, Comedy,Family, Adventure,Drama,Horror, Drama,Musical"
Nadia Gray,1923,1994,actress,"tt0062407,tt0053779,tt0061287,tt0048931",5.560054340207475,nm0336842,"Biography,Music, Adventure, Comedy, Comedy,Drama, Drama,Romance, Adventure,Drama, Action,Crime,Drama, Crime,Drama, Comedy,Romance, Biography,Drama,Music, Drama, Drama,War, Action,Adventure,Crime, Action,Adventure,Drama, Comedy,Musical, Drama,Thriller, Drama,Musical, Crime,Horror,Mystery, Crime,Mystery"
Anna Karina,1940,2019,"actress,soundtrack,writer","tt0059592,tt0058898,tt0055572,tt0056663",5.81824105365252,nm0439344,"Sci-Fi, Comedy,Drama,War, Drama,Mystery,Romance, Comedy, Drama,Mystery,Sci-Fi, Drama,History, Crime,Sci-Fi,Thriller, Comedy,Drama, Drama,Music,War, Drama,Romance, Western, Drama,Fantasy,Mystery, Mystery, Crime,Drama,Romance, Comedy,Crime,Drama, Adventure,Drama, Crime,Drama,Mystery, Drama, Drama,War, Adventure,Fantasy, Comedy,Musical,Romance, Drama,Sci-Fi, Comedy,Drama,Romance, Drama,Thriller, Drama,Musical, Comedy,Crime,Mystery"
Mélanie Laurent,1983,NA,"actress,director,writer","tt0361748,tt1670345,tt6341832,tt1532503",5.75421055365599,nm0491259,"Thriller, Action,Thriller, Adventure,Drama,War, Drama,Romance, Comedy,Drama, Crime,Mystery,Thriller, Drama,Mystery,Thriller, Drama,Fantasy,Sci-Fi, Biography,Drama,History, Comedy,Romance, Drama, Action,Comedy,Crime, Comedy,Drama,Music, Mystery,Romance,Thriller, Comedy,History, Comedy,Drama,Romance, Adventure,Drama,Family, Drama,Thriller, Drama,History,War"
Eleni Zafeiriou,1916,2004,"actress,soundtrack","tt0231939,tt0262485,tt0200615,tt0135123",5.747904873994963,nm0951782,"Action,Adventure,Romance, Action,Adventure,Drama, Drama, Drama,Romance,War, Comedy, Drama,War, Drama,History,Romance, Drama,Romance, Adventure,Drama,Romance"
Joey Lauren Adams,1968,NA,"actress,soundtrack,director","tt0118842,tt0106677,tt0142342,tt2996684",5.114498759073663,nm0000725,"Thriller, Comedy,Drama,Mystery, Drama,Mystery,Romance, Comedy, Comedy,Drama, Drama,Romance, Comedy,Crime,Drama, Action,Adventure,Comedy, Crime,Thriller, Comedy,Drama,Family, Crime,Drama,Mystery, Action,Adventure,Drama, Drama, Biography,Crime,Drama, Adventure,Family, Comedy,Drama,Romance, Family, Comedy,Family, Drama,Thriller"
Aja,1963,2006,"actress,director,soundtrack","tt0137553,tt0189703,tt0153789,tt0147248",6.647517368830869,nm0014959,"Adult,Fantasy,Horror, Adult, Adult,Comedy,Romance, Adult,Comedy, Adult,Comedy,Mystery"
Gülsen Bubikoglu,1954,NA,actress,"tt2261451,tt1861366,tt0290826,tt0204617",5.155709684324255,nm0117815,"Adventure,Comedy,Romance, Comedy, Drama,Romance, Crime,Drama,Romance, Crime,Mystery,Thriller, Comedy,Drama, Adventure,Crime,Drama, Action,Adventure,Crime, Comedy,Romance, Drama,Music, Crime,Drama, Drama, Action,Comedy,Crime, Action,Drama,Romance, Comedy,Musical,Romance, Drama,History,Romance, Comedy,Drama,Romance, Adventure,Comedy, Drama,Music,Romance"
Élisabeth Buré,NA,NA,actress,"tt0365367,tt1389510,tt1874491,tt2308911",4.817534557715245,nm0121083,"Adult, Adult,Drama, Adult,Comedy"
Ivana Chýlková,1963,NA,"actress,soundtrack","tt0239184,tt2130161,tt0109625,tt0097020",5.455094581496278,nm0161729,"Comedy,Fantasy,Horror, Animation,Drama,Fantasy, Comedy, Family,Fantasy, Drama,Fantasy, Comedy,Crime, Comedy,Drama, Drama,Romance, Comedy,War, Comedy,Drama,Thriller, Fantasy, Crime,Drama, Drama, Biography,Drama, Animation,Comedy,Family, Adventure,Family, Comedy,Drama,Romance, Family, Drama,History,War, Comedy,Crime,Mystery"
Padmini Kolhapure,1965,NA,"actress,music_department,soundtrack","tt0084866,tt0381864,tt0084532,tt0080926",5.687664828372458,nm0464075,"Thriller, Drama,Musical,Romance, Drama,Family,Romance, Romance,Thriller, Horror, Drama,Horror, Drama,Romance, Comedy,Drama, Comedy,Sci-Fi, Crime,Mystery,Thriller, Action,Drama, Family,Romance, Drama,Family, Crime,Drama, Action,Crime,Drama, Drama, Action,Comedy,Crime, Romance, Action,Drama,Thriller, Comedy,Drama,Romance, Family, Action,Comedy,Drama, Drama,Musical, Adventure,Crime,Mystery"
Neelam Kothari,1968,NA,actress,"tt0216817,tt0098999,tt0363666,tt0102702",5.020926158027974,nm0624174,"Action,Thriller, Action, Action,Comedy, Comedy,Crime, Drama,Romance, Action,Drama, Comedy,Drama, Drama,Family, Action,Drama,Fantasy, Action,Crime,Drama, Comedy,Romance, Drama, Romance, Action,Drama,Romance, Action,Drama,Thriller, Family, Action,Comedy,Drama"
Irina Rozanova,1961,NA,actress,"tt1945081,tt4744398,tt0791635,tt0103698",5.4852351324690956,nm0747500,"Crime, Comedy, Adventure,Comedy,Drama, Comedy,Drama, Drama,Romance, Comedy,Romance, Action,Crime,Drama, Drama, Drama,War, Drama,Mystery, Romance, Adventure,Family,Fantasy, Comedy,Drama,Musical, Comedy,Drama,Romance, Comedy,Crime,Romance"
Annie Sprinkle,1954,NA,"actress,director,writer","tt0086055,tt0093866,tt0085802,tt0123527",5.222571528525573,nm0819810,"Adult,Drama,Fantasy, Fantasy,Sci-Fi, Comedy,Romance, Adult,Romance, Documentary, Adult, Adult,Crime,Thriller, Adult,Comedy,Romance, Adult,Drama, Adult,Comedy, Adult,Horror"
Parker Posey,1968,NA,"actress,producer,soundtrack","tt0348150,tt0106677,tt0134084,tt0359013",5.477084452554916,nm0000205,"Comedy, Action,Horror,Sci-Fi, Horror,Mystery, Comedy,Drama, Drama,Romance, Documentary, Comedy,Drama,Fantasy, Comedy,Crime,Drama, Comedy,Romance, Crime,Drama, Drama, Comedy,Drama,Music, Action,Comedy,Thriller, Comedy,Drama,Romance, Crime,Horror,Mystery"
Selma Blair,1972,NA,actress,"tt0139134,tt0253867,tt0411477,tt0167190",5.481795162792148,nm0004757,"Comedy, Horror,Mystery, Comedy,Horror,Thriller, Biography,Documentary,History, Comedy,Drama, Drama,Romance, Crime,Drama,Romance, Action,Adventure,Animation, Horror,Thriller, Crime,Drama,Horror, Comedy,Romance, Crime,Drama,Mystery, Crime,Drama, Drama, Comedy,Drama,Music, Action,Adventure,Fantasy, Comedy,Drama,Romance, Comedy,Crime,Romance, Adventure,Drama,Fantasy"
